id	categories	canonical	display	expected	target	status	path_id
Head_QueenWorm	Cosmetics	Broodworm Cowl	Parasitic Worm	虫巢兜帽	虫巢兜帽	covered	83138
Head_Ribbon_Red	Cosmetics	Red Ribbon	Red Ribbon	红丝带	红丝带	covered	83139
Head_Ribbon_Yellow	Cosmetics	Yellow Ribbon	Yellow Ribbon	黄丝带	黄丝带	covered	83140
Head_Sakkat	Cosmetics	Sakkat	Sakkat	萨卡特	萨卡特	covered	83141
Head_ScorpionKing	Cosmetics	Scorpion King Crown	Scorpion Crown	蝎子王皇冠	蝎子王皇冠	covered	83142
Head_Shinobi	Cosmetics	Shinobi Hat	Shinobi Hat	忍者帽	忍者帽	covered	83143
Head_SnakeNaga	Cosmetics	Serpent Charmer Hat	Snake Charmer Hat	耍蛇者帽子	耍蛇者帽子	covered	83144
Head_SpiderQueenRobot	Cosmetics	Supharan Widow Veil	Drooping Spider Queen	苏帕兰寡妇面纱	苏帕兰寡妇面纱	covered	83145
Head_Sprout	Cosmetics	Sprig Cap	Sprout	萌芽	萌芽	covered	83146
Head_Sting	Cosmetics	Bumblebee Beanie	Bumble Bee Beanie	大黄蜂针织帽	大黄蜂针织帽	covered	83147
Head_Transparent	Cosmetics	Transparent Hat	Transparent Hat	透明帽	透明帽	covered	83149
Head_TurtleChampion	Cosmetics	Reefguard Visor	Turtle Champion Visor	礁石护目镜	礁石护目镜	covered	83150
Head_Urban	Cosmetics	Urban Hat	Urban Hat	都市帽	都市帽	covered	83152
Head_Werewolf	Cosmetics	Moonfang Hood	Werewolf Hood	月牙兜帽	月牙兜帽	covered	83153
Head_Wizard	Cosmetics	Wizard Hat	Wizard Hat	巫师帽	巫师帽	covered	83154
Head_WormCreep	Cosmetics	Whispering Worm	Whispering Worm	低语蠕虫	低语蠕虫	covered	83155
Head_Wraith	Cosmetics	Apostle's Duskhat	Wraith Hat	使徒的黄昏	使徒的黄昏	covered	83156
Head_Xmas_M_Blue	Cosmetics	Blue Christmas Hat	Blue Christmas Hat	蓝色圣诞帽	蓝色圣诞帽	covered	83157
Head_Xmas_M_Red	Cosmetics	Red Christmas Hat	Red Christmas Hat	红色圣诞帽	红色圣诞帽	covered	83158
Heal	Skills	Heal	Heal	治疗	治疗	covered	85317
Heal Gem	Gems	Heal Gem	Heal Gem	治疗宝石	治疗宝石	covered	84235
HealAll	Skills	Mass Heal	Mass Heal	群体治疗	群体治疗	covered	85318
Healer	NPCs	Healer	Healer	治疗师	治疗师	covered	85145
Healing	Artifacts	Lifebloom	Lifebloom	生命绽放	生命绽放	covered	82421
Healing Gem	Gems	Grace Gem	Grace Gem	恩典宝石	恩典宝石	covered	84236
Heart Vessel	Cosmetics,Equips	Heart Vessel	Heart Vessel	心之容器	心之容器	covered	83691
Heartgaze Shades	Cosmetics,Equips	Heartgaze Shades	Heartgaze Shades	凝心墨镜	凝心墨镜	covered	83884
Heartloop Earring	Cosmetics,Equips	Heartloop Earring	Heartloop Earring	心环耳环	心环耳环	covered	83511
Hellfire Staff	Cosmetics,Equips	Hellfire Staff	Hellfire Staff	地狱火法杖	地狱火法杖	covered	84069
Hellhorn Hood	Cosmetics,Equips	Hellhorn Hood	Hellhorn Hood	地狱角兜帽	地狱角兜帽	covered	83885
Hermit Hood	Cosmetics,Equips	Hermit Hood	Hermit Hood	隐士兜帽	隐士兜帽	covered	83886
Hermit King	Monsters	Hermit King	Hermit King	隐士王	隐士王	covered	84959
Hermit King	Monsters	Hermit King	Hermit King Card	隐士王卡片	隐士王卡片	covered	82603
Hermit Robot Blue	Monsters	Scout Robot	Scout Robot	侦察机器人	侦察机器人	covered	84960
Hermit Robot Blue	Monsters	Scout Robot	Scout Robot Card	侦察机器人卡片	侦察机器人卡片	covered	82604
Hermit Robot Red	Monsters	Sentry Robot	Sentry Robot	哨兵机器人	哨兵机器人	covered	84961
Hermit Robot Red	Monsters	Sentry Robot	Sentry Robot Card	哨兵机器人卡片	哨兵机器人卡片	covered	82605
Herring	Junks	Herring	Herring	鲱鱼	鲱鱼	covered	84429
Hexbrand	Artifacts	Hexbrand	Hexbrand	咒术烙印	咒术烙印	covered	82422
Hexweaver Hat	Cosmetics,Equips	Hexweaver Hat	Hexweaver Hat	织咒者帽	织咒者帽	covered	83887
Hibiscus	Junks	Hibiscus	Hibiscus	芙蓉	芙蓉	covered	84430
HighGuard	Skills,Statuses	High Guard	High Guard	坚守姿态	坚守姿态	covered	85320
HighHeal	Skills	High Heal	High Heal	强效治疗	强效治疗	covered	85321
HighHeal Gem	Gems	High Heal Gem	High Heal Gem	强效治疗宝石	强效治疗宝石	covered	84237
Hit	Artifacts	Hawkeye	Hawkeye	鹰眼	鹰眼	covered	82423
Hit Gem	Gems	Precision Gem	Precision Gem	精准宝石	精准宝石	covered	84238
Holy Gem	Gems	Holy Gem	Holy Gem	神圣宝石	神圣宝石	covered	84239
Holy Shield	Cosmetics,Equips	Holy Crest	Holy Crest	神圣徽记	神圣徽记	covered	83978
Holy Staff	Cosmetics,Equips	Holy Staff	Holy Staff	神圣法杖	神圣法杖	covered	84070
HolyAttunement	Statuses	Holy Attunement	Holy Attunement	神圣调和	神圣调和	covered	85564
HolyExposure	Statuses	Consecrated	Consecrated	祝圣	祝圣	covered	85565
HolyLight	Skills	Holy Light	Holy Light	圣光	圣光	covered	85322
HolyLight Gem	Gems	Holy Light Gem	Holy Light Gem	圣光宝石	圣光宝石	covered	84240
HolyShield	Skills,Statuses	Holy Shield	Holy Shield	神圣之盾	神圣之盾	covered	85323
HolyWrath	Skills	Holy Wrath	Holy Wrath	神圣之怒	神圣之怒	covered	85324
HolyWrath Gem	Gems	Holy Wrath Gem	Holy Wrath Gem	神圣之怒宝石	神圣之怒宝石	covered	84241
HolyWrathField	Skills	Litany of Wrath	Litany of Wrath	愤怒连祷	愤怒连祷	covered	85325
HonedTechnique	Statuses	Honed Technique	Honed Technique	磨砺技法	磨砺技法	covered	85567
Hop	Junks	Hop	Hop	啤酒花	啤酒花	covered	84431
Hornbrand	Cosmetics,Equips	Hornbrand	Hornbrand	霍恩布兰德	霍恩布兰德	covered	84071
Horned Crusader Helm	Cosmetics,Equips	Horned Crusader Helm	Horned Crusader Helm	有角十字军头盔	有角十字军头盔	covered	83888
Horned Vanguard	Cosmetics,Equips	Viking Helm	Horned Vanguard	维京头盔	维京头盔	covered	83889
Horror	Monsters	Horror	Horror	恐魔	恐魔	covered	84962
Horror	Monsters	Horror	Horror Card	恐魔卡片	恐魔卡片	covered	82606
Horseshoe	Junks	Horseshoe	Horseshoe	马蹄铁	马蹄铁	covered	84432
Housefly Icky	Monsters	Gadfly	Gadfly	虻	虻	covered	84963
Housefly Icky	Monsters	Gadfly	Gadfly Card	虻卡片	虻卡片	covered	82607
Housefly Junk	Monsters	Bluebottle	Bluebottle	蓝瓶蝇	蓝瓶蝇	covered	84964
Housefly Junk	Monsters	Bluebottle	Bluebottle Card	蓝瓶蝇卡片	蓝瓶蝇卡片	covered	82608
Housefly Nom	Cosmetics,Monsters	Blowfly | Bogwing Pet	Blowfly	丽蝇	丽蝇	covered	84965
Housefly Nom	Cosmetics,Monsters	Blowfly | Bogwing Pet	Blowfly Card	丽蝇卡片	丽蝇卡片	covered	82609
Housefly Nom	Cosmetics,Monsters	Blowfly | Bogwing Pet	Blowfly Pet	沼翼宠物	沼翼宠物	covered	83294
Hp	Artifacts	Vitalis	Vitalis	维塔利斯	维塔利斯	covered	82424
HpMult Gem	Gems	Heart Gem	Heart Gem	生命之心宝石	生命之心宝石	covered	84242
Humpback Whale	Junks	Humpback Whale	Humpback Whale	座头鲸	座头鲸	covered	84433
Hunting Knife	Cosmetics,Equips	Hunting Knife	Hunting Knife	狩猎刀	狩猎刀	covered	84072
Hunting Pike	Cosmetics,Equips	Hunting Pike	Hunting Pike	狩猎长矛	狩猎长矛	covered	84073
HydroVortex	Skills	Hydro Vortex	Hydro Vortex	水流漩涡	水流漩涡	covered	85326
HydroVortex Gem	Gems	Hydro Vortex Gem	Hydro Vortex Gem	水流漩涡宝石	水流漩涡宝石	covered	84243
Ice	Monsters	Ice	Ice	冰	冰	covered	84974
Ice	Monsters	Ice	Ice Card	冰卡片	冰卡片	covered	82618
Ice Bear A	Monsters	Ice Bear	Ice Bear	冰熊	冰熊	covered	84966
Ice Bear A	Monsters	Ice Bear	Ice Bear Card	冰熊卡片	冰熊卡片	covered	82610
Ice Bear B	Monsters	Festive Bear	Festive Bear	节日熊	节日熊	covered	84967
Ice Bear B	Monsters	Festive Bear	Festive Bear Card	节日熊卡片	节日熊卡片	covered	82611
Ice Cube A	Monsters	Ice Golem	Ice Golem	寒冰魔像	寒冰魔像	covered	84968
Ice Cube A	Monsters	Ice Golem	Ice Golem Card	寒冰魔像卡片	寒冰魔像卡片	covered	82612
Ice Cube B	Monsters	Shadow Golem	Shadow Golem	暗影魔像	暗影魔像	covered	84969
Ice Cube B	Monsters	Shadow Golem	Shadow Golem Card	暗影魔像卡片	暗影魔像卡片	covered	82613
Ice Mage	Monsters	Ice Mage	Ice Mage	冰法师	冰法师	covered	84970
Ice Mage	Monsters	Ice Mage	Ice Mage Card	冰法师卡片	冰法师卡片	covered	82614
Ice Starflake A	Monsters	Starflake	Starflake	星片	星片	covered	84971
Ice Starflake A	Monsters	Starflake	Starflake Card	星片卡片	星片卡片	covered	82615
Ice Starflake B	Monsters	Vanilla Ice	Vanilla Ice	香草冰	香草冰	covered	84972
Ice Starflake B	Monsters	Vanilla Ice	Vanilla Ice Card	香草冰卡片	香草冰卡片	covered	82616
Ice Starflake C	Monsters	Shadow Ice	Shadow Ice	暗影冰	暗影冰	covered	84973
Ice Starflake C	Monsters	Shadow Ice	Shadow Ice Card	暗影冰卡片	暗影冰卡片	covered	82617
Icebolt	Skills	Icebolt	Icebolt	冰箭	冰箭	covered	85329
Icebolt Gem	Gems	Icebolt Gem	Icebolt Gem	冰箭宝石	冰箭宝石	covered	84246
IceRelease	Skills,Statuses	Ice Release	Ice Release	冰遁	冰遁	covered	85327
IceRelease Gem	Gems	Ice Release Gem	Ice Release Gem	冰遁宝石	冰遁宝石	covered	84244
IceShard	Skills	Ice Shard	Ice Shard	冰霜碎片	冰霜碎片	covered	85328
IceShard Gem	Gems	Ice Shard Gem	Ice Shard Gem	冰霜碎片宝石	冰霜碎片宝石	covered	84245
Icicle	Cosmetics,Monsters	Icicle | Icicle Pet	Icicle	冰柱	冰柱	covered	84975
Icicle	Cosmetics,Monsters	Icicle | Icicle Pet	Icicle Card	冰柱卡片	冰柱卡片	covered	82619
Icicle	Cosmetics,Monsters	Icicle | Icicle Pet	Icicle Pet	冰柱宠物	冰柱宠物	covered	83295
Immune	Artifacts	Nullmark	Nullmark	虚无印记	虚无印记	covered	82425
Imp Demon	Monsters	Imp	Imp	小鬼	小鬼	covered	84976
Imp Demon	Monsters	Imp	Imp Card	小鬼卡片	小鬼卡片	covered	82620
Imp Devil	Monsters	Demon Lord	Demon Lord	魔王	魔王	covered	84977
Imp Devil	Monsters	Demon Lord	Demon Lord Card	魔王卡片	魔王卡片	covered	82621
Imp Devil	Monsters	Demon Lord	Imp Devil	魔王	魔王	covered	85674
Imp Mischief	Cosmetics,Monsters	Fire Gremlin Pet | Gremlin	Gremlin	小恶魔	小恶魔	covered	84978
Imp Mischief	Cosmetics,Monsters	Fire Gremlin Pet | Gremlin	Gremlin Card	小恶魔卡片	小恶魔卡片	covered	82622
Imp Mischief	Cosmetics,Monsters	Fire Gremlin Pet | Gremlin	Gremlin Pet	火焰小恶魔宠物	火焰小恶魔宠物	covered	83296
IncreasedFlee	SkillPassives	Increased Flee	Increased Flee	闪避提升	闪避提升	covered	85173
IncreasedHealth	SkillPassives	Increased Health	Increased Health	生命值提升	生命值提升	covered	85174
IncreasedHealthRegen	SkillPassives	Increased Regeneration	Increased Regeneration	生命恢复提升	生命恢复提升	covered	85175
IncreasedMana	SkillPassives	Increased Mana	Increased Mana	法力值提升	法力值提升	covered	85176
IncreasedManaRegen	SkillPassives	Increased Recovery	Increased Recovery	法力恢复提升	法力恢复提升	covered	85177
Indigo	Junks	Indigo	Indigo	靛青	靛青	covered	84434
Ingot Gold	Junks	Gold Ingot	Ingot Gold	金锭	金锭	covered	84435
Ingot Iron	Junks	Iron Ingot	Ingot Iron	铁锭	铁锭	covered	84436
Ingot Steel	Junks	Steel Ingot	Ingot Steel	钢锭	钢锭	covered	84437
Inlaid Scabbard	Junks	Inlaid Scabbard	Inlaid Scabbard	镶嵌刀鞘	镶嵌刀鞘	covered	84438
Insect Carapace	Cosmetics,Equips	Insect Carapace	Insect Carapace	昆虫甲壳	昆虫甲壳	covered	83693
Invoker	Skills,Statuses	Invoker	Invoker	祈求者	祈求者	covered	85330
Iron Ankh	Cosmetics,Equips	Iron Ankh	Iron Ankh	铁制安卡	铁制安卡	covered	83512
Iron Bulwark	Cosmetics,Equips	Iron Bulwark	Iron Bulwark	钢铁壁垒	钢铁壁垒	covered	83979
Iron Fortitude	Cosmetics,Equips	Iron Fortitude	Iron Fortitude	钢铁意志	钢铁意志	covered	83980
Iron Guard Helm	Cosmetics,Equips	Guard Helm	Iron Guard Helm	守卫头盔	守卫头盔	covered	83891
Iron Halo	Cosmetics,Equips	Saint's Burden	Iron Halo	圣徒之负	圣徒之负	covered	83694
Iron Morningstar	Cosmetics,Equips	Iron Morningstar	Iron Morningstar	铁晨星	铁晨星	covered	84074
Iron Reaver	Cosmetics,Equips	Iron Reaver	Iron Reaver	钢铁掠夺者	钢铁掠夺者	covered	84075
Iron Spear	Cosmetics,Equips	Iron Spear	Iron Spear	钢铁长矛	钢铁长矛	covered	84076
Iron Spire	Cosmetics,Equips	Chained Spire	Iron Spire	锁链尖塔	锁链尖塔	covered	83695
Ironhorn Cap	Cosmetics,Equips	Gorehorn Helm	Ironhorn Cap	血角头盔	血角头盔	covered	83892
IronResponse	Statuses	Iron Response	Iron Response	钢铁反应	钢铁反应	covered	85570
Ironshade Helm	Cosmetics,Equips	Ironshade Helm	Ironshade Helm	铁影头盔	铁影头盔	covered	83893
Ironstone	Junks	Ironstone	Ironstone	铁石	铁石	covered	84440
Ironstone Piece	Junks	Ironstone Piece	Ironstone Piece	铁石碎片	铁石碎片	covered	84439
IslandChest	Cosmetics,Equips	Island Spirit Chest	Island Spirit Chest	岛灵胸甲	岛灵胸甲	covered	83589
IslandFeet	Cosmetics,Equips	Island Spirit Shoes	Island Spirit Shoes	岛灵鞋	岛灵鞋	covered	83590
IslandLegs	Cosmetics,Equips	Island Spirit Legs	Island Spirit Legs	岛灵护腿	岛灵护腿	covered	83591
Jagtooth	Cosmetics,Equips	Jagtooth	Jagtooth	锯牙	锯牙	covered	84077
Jasmine Tea	Junks	Jasmine Tea	Jasmine Tea	茉莉花茶	茉莉花茶	covered	84441
Jellyfish Robot	Cosmetics,Monsters	Stormjelly | Stormjelly Pet	Stormjelly	风暴水母	风暴水母	covered	84979
Jellyfish Robot	Cosmetics,Monsters	Stormjelly | Stormjelly Pet	Stormjelly Card	风暴水母卡片	风暴水母卡片	covered	82623
Jellyfish Robot	Cosmetics,Monsters	Stormjelly | Stormjelly Pet	Stormjelly Pet	风暴水母宠物	风暴水母宠物	covered	83297
Jester	Archetypes	Jester	Jester	弄臣	弄臣	covered	82389
Jester Hat	Cosmetics,Equips	Jester Hat	Jester Hat	弄臣帽	弄臣帽	covered	83894
Jewelcrest Mace	Equips	Jewelcrest Mace	Jewelcrest Mace	宝冠钉锤	宝冠钉锤	covered	84078
JudgementBlade	Skills	Judgement Blade	Judgement Blade	审判之刃	审判之刃	covered	85331
JudgementBlade Gem	Gems	Judgement Blade Gem	Judgement Blade Gem	审判之刃宝石	审判之刃宝石	covered	84247
JumpShot	Skills	Jump Shot	Jump Shot	跃射	跃射	covered	85332
JumpShot Gem	Gems	Jump Shot Gem	Jump Shot Gem	跃射宝石	跃射宝石	covered	84248
Killer Whale	Junks	Killer Whale	Killer Whale	虎鲸	虎鲸	covered	84442
Knife	Cosmetics,Equips	Knife	Knife	刀	刀	covered	84079
Knight	Archetypes,Artifacts	Honored Oath | Knight	Honored Oath	荣誉誓约	荣誉誓约	covered	82426
Knight	Archetypes,Artifacts	Honored Oath | Knight	Knight	骑士	骑士	covered	82390
Knight	Archetypes,Artifacts	Honored Oath | Knight	Skystrider	天行者	天行者	covered	83467
Knight_1	Cosmetics,Equips,SkillPassives	Breaking Advance	Breaking Advance	破阵突进	破阵突进	covered	84611
Knight_2	Cosmetics,Equips,SkillPassives	Sweeping Order	Sweeping Order	扫荡令	扫荡令	covered	84612
Knight_3	Cosmetics,Equips,SkillPassives	Lightning Stance	Lightning Stance	闪电姿态	闪电姿态	covered	84613
Knight_4	Cosmetics,Equips,SkillPassives	Rescuing Throw	Rescuing Throw	救援投掷	救援投掷	covered	84614
Knight_5	Cosmetics,Equips,SkillPassives	Iron Response	Iron Response	钢铁反应	钢铁反应	covered	84615
Knight_6	Cosmetics,Equips,SkillPassives	Vanguard Doctrine	Vanguard Doctrine	先锋教典	先锋教典	covered	84616
KnightChest	Cosmetics,Equips	Skystrider Chest	Skystrider Chest	踏空者胸甲	踏空者胸甲	covered	83592
KnightFeet	Cosmetics,Equips	Skystrider Shoes	Skystrider Shoes	踏空者鞋	踏空者鞋	covered	83593
KnightLegs	Cosmetics,Equips	Skystrider Legs	Skystrider Legs	踏空者护腿	踏空者护腿	covered	83594
Knuckleband	Cosmetics,Equips	Knuckleband	Knuckleband	指节带	指节带	covered	83513
Kumgang Fat Minnow	Junks	Stout Minnow	Kumgang Fat Minnow	粗壮米诺鱼	粗壮米诺鱼	covered	84443
Kunai	Cosmetics,Equips	Kunai	Kunai	苦无	苦无	covered	84081
Largemouth Bass	Junks	Largemouth Bass	Largemouth Bass	大口黑鲈	大口黑鲈	covered	84444
Larva	Junks	Larva	Larva	幼虫	幼虫	covered	84445
Launcher	Cosmetics,Equips	Launcher	Launcher	爆破发射器	爆破发射器	covered	84082
LauncherBoost	Statuses	Launcher Boost	Launcher Boost	发射器强化	发射器强化	covered	85571
Leaf	Junks	Leaf	Leaf	叶片	叶片	covered	84446
Leaf Mask	Cosmetics,Equips	Leaf Mask	Leaf Mask	叶片面具	叶片面具	covered	83895
Leather	Junks	Leather	Leather	皮革	皮革	covered	84447
Leatherjacket	Junks	Leatherjacket	Leatherjacket	革鲀	革鲀	covered	84448
Leech	Artifacts	Bloodbind	Bloodbind	血契	血契	covered	82427
Leech Gem	Gems	Bloodfang Gem	Bloodfang Gem	血牙宝石	血牙宝石	covered	84249
LeechMp Gem	Gems	Soulfang Gem	Soulfang Gem	魂牙宝石	魂牙宝石	covered	84250
Leg_Agi	Cosmetics,Equips	Speed Greaves	Speed Greaves	迅捷胫甲	迅捷胫甲	covered	83595
Leg_Dex	Cosmetics,Equips	Precision Greaves	Precision Greaves	精准胫甲	精准胫甲	covered	83596
Leg_Int	Cosmetics,Equips	Mind Greaves	Mind Greaves	心灵胫甲	心灵胫甲	covered	83597
Leg_Luk	Cosmetics,Equips	Fate Greaves	Fate Greaves	命运胫甲	命运胫甲	covered	83598
Leg_Str	Cosmetics,Equips	Power Greaves	Power Greaves	力量胫甲	力量胫甲	covered	83599
Leg_Vit	Cosmetics,Equips	Endurance Greaves	Endurance Greaves	坚韧胫甲	坚韧胫甲	covered	83600
Legionnaire Helm	Cosmetics,Equips	Legionnaire Helm	Legionnaire Helm	军团头盔	军团头盔	covered	83896
Legs_AcademyF	Cosmetics	Academy Female Pants	Academy Female Pants	学院女长裤	学院女长裤	covered	83190
Legs_AcademyM	Cosmetics	Academy Male Pants	Academy Male Pants	学院男长裤	学院男长裤	covered	83191
Legs_Angel_F	Cosmetics	Angel Female Pants	Angel Female Pants	天使女长裤	天使女长裤	covered	83192
Legs_Angel_M	Cosmetics	Angel Male Pants	Angel Male Pants	天使男长裤	天使男长裤	covered	83193
Legs_Cuervo_F	Cosmetics	Cuervo Female Pants	Cuervo Female Pants	克乌沃女长裤	克乌沃女长裤	covered	83195
Legs_Cuervo_M	Cosmetics	Cuervo Male Pants	Cuervo Male Pants	克乌沃男长裤	克乌沃男长裤	covered	83196
Legs_CyberRogue	Cosmetics	Cyber Rogue Pants	Cyber Rogue Pants	赛博盗贼长裤	赛博盗贼长裤	covered	83197
Legs_Demonic_F	Cosmetics	Demonic Female Pants	Demonic Female Pants	恶魔女长裤	恶魔女长裤	covered	83198
Legs_Demonic_M	Cosmetics	Demonic Male Pants	Demonic Male Pants	恶魔男长裤	恶魔男长裤	covered	83199
Legs_Easter_F	Cosmetics	Easter Female Pants	Easter Female Pants	复活节女长裤	复活节女长裤	covered	83200
Legs_Easter_M	Cosmetics	Easter Male Pants	Easter Male Pants	复活节男长裤	复活节男长裤	covered	83201
Legs_FireFox	Cosmetics	Fire Fox Pants	Fire Fox Pants	火焰狐狸长裤	火焰狐狸长裤	covered	83202
Legs_Gladys	Cosmetics	Gladys Pants	Gladys Pants	格拉迪斯长裤	格拉迪斯长裤	covered	83204
Legs_GS	Cosmetics	Gunslinger Pants	Gunslinger Pants	枪手长裤	枪手长裤	covered	83203
Legs_IceFox	Cosmetics	Ice Fox Pants	Ice Fox Pants	冰霜狐狸长裤	冰霜狐狸长裤	covered	83205
Legs_Priest_F	Cosmetics	Priest Female Pants	Priest Female Pants	牧师女长裤	牧师女长裤	covered	83206
Legs_Priest_M	Cosmetics	Priest Male Pants	Priest Male Pants	牧师男长裤	牧师男长裤	covered	83207
Legs_Shinobi	Cosmetics	Shinobi Pants	Shinobi Pants	忍者长裤	忍者长裤	covered	83208
Legs_SpiritValer	Cosmetics	Spirit Valer Pants	Spirit Valer Pants	灵谷勇士长裤	灵谷勇士长裤	covered	83209
Legs_SukebanF	Cosmetics	Sukeban Female Pants	Sukeban Female Pants	不良风女式长裤	不良风女式长裤	covered	83210
Legs_SukebanM	Cosmetics	Sukeban Male Pants	Sukeban Male Pants	不良风男式长裤	不良风男式长裤	covered	83211
Legs_Transparent	Cosmetics	Transparent Pants	Transparent Pants	透明长裤	透明长裤	covered	83213
Legs_Urban	Cosmetics	Urban Pants	Urban Pants	都市长裤	都市长裤	covered	83215
Legs_Wizard_F	Cosmetics	Wizard Female Pants	Wizard Female Pants	巫师女长裤	巫师女长裤	covered	83216
Legs_Wizard_M	Cosmetics	Wizard Male Pants	Wizard Male Pants	巫师男长裤	巫师男长裤	covered	83217
Leopoldi	Junks	Leopoldi	Leopoldi	莱奥波尔迪	莱奥波尔迪	covered	84449
Life Staff	Cosmetics,Equips	Life Staff	Life Staff	生命法杖	生命法杖	covered	84084
Lifebloom Shoes	Cosmetics,Equips	Lifebloom Shoes	Lifebloom Shoes	生命绽放鞋	生命绽放鞋	covered	83601
LifeBond	Skills,Statuses	Life Bond	Life Bond	生命羁绊	生命羁绊	covered	85333
LifeDrain	Skills	Life Drain	Life Drain	生命汲取	生命汲取	covered	85334
LifeDrainEnemy	Skills	Life Drain (Enemy)	Life Drain	生命汲取	生命汲取	covered	85335
LifeDrainSummon	Skills	Life Drain (Summon)	Life Drain	生命汲取	生命汲取	covered	85336
LightningCoat	Skills,Statuses	Lightning Coat	Lightning Coat	雷霆附体	雷霆附体	covered	85337
LightningReflexes	Skills,Statuses	Lightning Reflexes	Lightning Reflexes	闪电反射	闪电反射	covered	85338
LightningRelease	Skills,Statuses	Lightning Release	Lightning Release	雷遁	雷遁	covered	85339
LightningRelease Gem	Gems	Lightning Release Gem	Lightning Release Gem	雷遁宝石	雷遁宝石	covered	84252
LightningStrike	Skills	Flash Step	Flash Step	闪光步	闪光步	covered	85340
LightningStrike Gem	Gems	Flash Step Gem	Flash Step Gem	闪光步宝石	闪光步宝石	covered	84253
LimitBreak	Skills,Statuses	Limit Break	Limit Break	突破极限	突破极限	covered	85341
Limited Cd	Junks	Limited Compact Disc	Limited Cd	限量光盘	限量光盘	covered	84450
Lionfish	Junks	Lionfish	Lionfish	狮子鱼	狮子鱼	covered	84451
Lockdown	Skills,Statuses	Lockdown	Lockdown	火力封锁	火力封锁	covered	85342
Longbow	Cosmetics,Equips	Longbow	Longbow	长弓	长弓	covered	84085
Longhorn Cowfish	Junks	Longhorn Cowfish	Longhorn Cowfish	长角牛鱼	长角牛鱼	covered	84452
Love Heart	Monsters	Cupid	Cupid	丘比特	丘比特	covered	84980
Love Heart	Monsters	Cupid	Cupid Card	丘比特卡片	丘比特卡片	covered	82624
Lucky Drops	Cosmetics,Equips	Lucky Drops	Lucky Drops	幸运水滴	幸运水滴	covered	83514
Lunaris Chunk	Junks	Lunaris Chunk	Lunaris Chunk	露娜里斯块	露娜里斯块	covered	84453
Lunaris Crystal	Junks	Lunaris Crystal	Lunaris Crystal	露娜里斯晶体	露娜里斯晶体	covered	84454
Lunaris Shard	Junks	Lunaris Shard	Lunaris Shard	露娜里斯碎片	露娜里斯碎片	covered	84455
Lure Alien Big Blink	Consumables	Time Device	Time Device	时间装置	时间装置	covered	82790
Lure Angel Mage	Consumables	Heaven's Tear Earring	Heaven's Tear Earring	天堂之泪耳环	天堂之泪耳环	covered	82791
Lure Bat Lord	Consumables	Overripe Grape Cluster	Overripe Grape Cluster	熟透的葡萄串	熟透的葡萄串	covered	82792
Lure Cactus Boss	Consumables	Oozing Pulp Chunk	Oozing Pulp Chunk	渗液果肉块	渗液果肉块	covered	82793
Lure Cat Bolt	Consumables	Curved Fishbone	Curved Fishbone	弯曲鱼骨	弯曲鱼骨	covered	82794
Lure Death Mage	Consumables	Black Mirror Shard	Black Mirror Shard	黑镜碎片	黑镜碎片	covered	82795
Lure Eyeball Monster	Consumables	Abyssal Idol	Abyssal Idol	深渊偶像	深渊偶像	covered	82796
Lure Goblin Giant Gold	Consumables	Glinting Goblin Fang	Glinting Goblin Fang	闪光的哥布林獠牙	闪光的哥布林獠牙	covered	82797
Lure Goblin Warchief	Consumables	Tribal Heirloom	Tribal Heirloom	部落传家宝	部落传家宝	covered	82798
Lure Hare	Consumables	Gnawed Acorn	Gnawed Acorn	啃过的橡子	啃过的橡子	covered	82799
Lure Hermit King	Consumables	Calcified Shell Core	Calcified Shell Core	钙化甲壳核心	钙化甲壳核心	covered	82800
Lure Ice Mage	Consumables	Frozen Heart Crystal	Frozen Heart Crystal	冰心晶石	冰心晶石	covered	82801
Lure Imp Devil	Consumables	Blank Pact Scroll	Blank Pact Scroll	空白契约卷轴	空白契约卷轴	covered	82802
Lure Mega Ice Golem	Consumables	Frozen Core Shard	Frozen Core Shard	冰封核心碎片	冰封核心碎片	covered	82803
Lure Queen Worm	Consumables	Royal Jelly Clot	Royal Jelly Clot	蜂王浆凝块	蜂王浆凝块	covered	82804
Lure Scorpion King	Consumables	Soldier Termite	Soldier Termite	白蚁士兵	白蚁士兵	covered	82805
Lure Snake Naga	Consumables	Fresh Meat	Fresh Kill Slab	鲜肉	鲜肉	covered	82806
Lure Spider Queen Robot	Consumables	Spider Web Coil	Spider Web Coil	蜘蛛网线圈	蜘蛛网线圈	covered	82807
Lure Sting	Consumables	Buzzing Hive Fragment	Buzzing Hive Fragment	嗡鸣蜂巢碎片	嗡鸣蜂巢碎片	covered	82808
Lure Sunflora Pixie	Consumables	Sunborn Petal Tuft	Sunborn Petal Tuft	日生花瓣簇	日生花瓣簇	covered	82809
Lure Turtle King	Consumables	Tactical Power Node	Tactical Power Node	战术能量节点	战术能量节点	covered	82810
Lure Werewolf	Consumables	Fragment of the Pale Moon	Fragment of the Pale Moon	苍白之月的碎片	苍白之月的碎片	covered	82811
Lure Worm Creep	Consumables	Worm-Eaten Sediment	Worm-Eaten Sediment	虫蚀沉积物	虫蚀沉积物	covered	82812
Lure Zombie Goblin King	Consumables	Lost Shoe	Lost Shoe	遗失的鞋	遗失的鞋	covered	82813
